,Date,Close,Volume,Symbol
0,2020-07-01,223.92599487304688,66634500.0,TSLA
1,2020-07-02,241.73199462890625,86250500.0,TSLA
2,2020-07-06,274.3160095214844,102849500.0,TSLA
3,2020-07-07,277.97198486328125,107448500.0,TSLA
4,2020-07-08,273.1759948730469,81556500.0,TSLA
5,2020-07-09,278.8559875488281,58588000.0,TSLA
6,2020-07-10,308.92999267578125,116688000.0,TSLA
7,2020-07-13,299.4119873046875,194927000.0,TSLA
8,2020-07-14,303.3599853515625,117090500.0,TSLA
9,2020-07-15,309.2019958496094,81839000.0,TSLA
10,2020-07-16,300.12799072265625,71504000.0,TSLA
11,2020-07-17,300.1679992675781,46650000.0,TSLA
12,2020-07-20,328.6000061035156,85607000.0,TSLA
13,2020-07-21,313.6719970703125,80786500.0,TSLA
14,2020-07-22,318.46600341796875,70805500.0,TSLA
15,2020-07-23,302.614013671875,121642500.0,TSLA
16,2020-07-24,283.3999938964844,96983000.0,TSLA
17,2020-07-27,307.9200134277344,80243500.0,TSLA
18,2020-07-28,295.2980041503906,79043500.0,TSLA
19,2020-07-29,299.8219909667969,47134500.0,TSLA
20,2020-07-30,297.49798583984375,38105000.0,TSLA
21,2020-07-31,286.1520080566406,61235000.0,TSLA
22,2020-08-03,297.0,44046500.0,TSLA
23,2020-08-04,297.3999938964844,42075000.0,TSLA
24,2020-08-05,297.0039978027344,24890000.0,TSLA
25,2020-08-06,297.9159851074219,29961500.0,TSLA
26,2020-08-07,290.5419921875,44482000.0,TSLA
27,2020-08-10,283.7139892578125,37611500.0,TSLA
28,2020-08-11,274.87799072265625,43129000.0,TSLA
29,2020-08-12,310.9519958496094,109494000.0,TSLA
30,2020-08-13,324.20001220703125,102126500.0,TSLA
31,2020-08-14,330.1419982910156,62888000.0,TSLA
32,2020-08-17,367.12799072265625,101211500.0,TSLA
33,2020-08-18,377.4179992675781,82372500.0,TSLA
34,2020-08-19,375.70599365234375,61026500.0,TSLA
35,2020-08-20,400.3659973144531,103059000.0,TSLA
36,2020-08-21,409.9960021972656,107448000.0,TSLA
37,2020-08-24,402.8399963378906,100318000.0,TSLA
38,2020-08-25,404.6679992675781,53294500.0,TSLA
39,2020-08-26,430.6340026855469,71197000.0,TSLA
40,2020-08-27,447.75,118465000.0,TSLA
41,2020-08-28,442.67999267578125,100406000.0,TSLA
42,2020-08-31,498.32000732421875,118374400.0,TSLA
43,2020-09-01,475.04998779296875,90119400.0,TSLA
44,2020-09-02,447.3699951171875,96176100.0,TSLA
45,2020-09-03,407.0,87596100.0,TSLA
46,2020-09-04,418.32000732421875,110321900.0,TSLA
47,2020-09-08,330.2099914550781,115465700.0,TSLA
48,2020-09-09,366.2799987792969,79465800.0,TSLA
49,2020-09-10,371.3399963378906,84930600.0,TSLA
50,2020-09-11,372.7200012207031,60717500.0,TSLA
51,2020-09-14,419.6199951171875,83020600.0,TSLA
52,2020-09-15,449.760009765625,97298200.0,TSLA
53,2020-09-16,441.760009765625,72279300.0,TSLA
54,2020-09-17,423.42999267578125,76779200.0,TSLA
55,2020-09-18,442.1499938964844,86406800.0,TSLA
56,2020-09-21,449.3900146484375,109476800.0,TSLA
57,2020-09-22,424.2300109863281,79580800.0,TSLA
58,2020-09-23,380.3599853515625,95074200.0,TSLA
59,2020-09-24,387.7900085449219,96561100.0,TSLA
60,2020-09-25,407.3399963378906,67208500.0,TSLA
61,2020-09-28,421.20001220703125,49719600.0,TSLA
62,2020-09-29,419.07000732421875,50219300.0,TSLA
63,2020-09-30,429.010009765625,48145600.0,TSLA
64,2020-10-01,448.1600036621094,50741500.0,TSLA
65,2020-10-02,415.0899963378906,71430000.0,TSLA
66,2020-10-05,425.67999267578125,44722800.0,TSLA
67,2020-10-06,413.9800109863281,49146300.0,TSLA
68,2020-10-07,425.29998779296875,43127700.0,TSLA
69,2020-10-08,425.9200134277344,40421100.0,TSLA
70,2020-10-09,434.0,28925700.0,TSLA
71,2020-10-12,442.29998779296875,38791100.0,TSLA
72,2020-10-13,446.6499938964844,34463700.0,TSLA
73,2020-10-14,461.29998779296875,48045400.0,TSLA
74,2020-10-15,448.8800048828125,35672400.0,TSLA
75,2020-10-16,439.6700134277344,32775900.0,TSLA
76,2020-10-19,430.8299865722656,36287800.0,TSLA
77,2020-10-20,421.94000244140625,31656300.0,TSLA
78,2020-10-21,422.6400146484375,32370500.0,TSLA
79,2020-10-22,425.7900085449219,39993200.0,TSLA
80,2020-10-23,420.6300048828125,33717000.0,TSLA
81,2020-10-26,420.2799987792969,28239200.0,TSLA
82,2020-10-27,424.67999267578125,22686500.0,TSLA
83,2020-10-28,406.0199890136719,25451400.0,TSLA
84,2020-10-29,410.8299865722656,22655300.0,TSLA
85,2020-10-30,388.0400085449219,42511300.0,TSLA
86,2020-11-02,400.510009765625,29021100.0,TSLA
87,2020-11-03,423.8999938964844,34351700.0,TSLA
88,2020-11-04,420.9800109863281,32143100.0,TSLA
89,2020-11-05,438.0899963378906,28414500.0,TSLA
90,2020-11-06,429.95001220703125,21706000.0,TSLA
91,2020-11-09,421.260009765625,34833000.0,TSLA
92,2020-11-10,410.3599853515625,30284200.0,TSLA
93,2020-11-11,417.1300048828125,17357700.0,TSLA
94,2020-11-12,411.760009765625,19855100.0,TSLA
95,2020-11-13,408.5,19771100.0,TSLA
96,2020-11-16,408.0899963378906,26838600.0,TSLA
97,2020-11-17,441.6099853515625,61188300.0,TSLA
98,2020-11-18,486.6400146484375,78044000.0,TSLA
99,2020-11-19,499.2699890136719,62475300.0,TSLA
100,2020-11-20,489.6099853515625,32911900.0,TSLA
101,2020-11-23,521.8499755859375,50260300.0,TSLA
102,2020-11-24,555.3800048828125,53648500.0,TSLA
103,2020-11-25,574.0,48930200.0,TSLA
104,2020-11-27,585.760009765625,37561100.0,TSLA
105,2020-11-30,567.5999755859375,63003100.0,TSLA
106,2020-12-01,584.760009765625,40382800.0,TSLA
107,2020-12-02,568.8200073242188,47775700.0,TSLA
108,2020-12-03,593.3800048828125,42552000.0,TSLA
109,2020-12-04,599.0399780273438,29401300.0,TSLA
110,2020-12-07,641.760009765625,56309700.0,TSLA
111,2020-12-08,649.8800048828125,64265000.0,TSLA
112,2020-12-09,604.47998046875,71291200.0,TSLA
113,2020-12-10,627.0700073242188,67083200.0,TSLA
114,2020-12-11,609.989990234375,46475000.0,TSLA
115,2020-12-14,639.8300170898438,52040600.0,TSLA
