,Date,Close,Volume,Symbol
118,2020-12-17,3236.080078125,3474300,AMZN
119,2020-12-18,3201.64990234375,5995700,AMZN
120,2020-12-21,3206.179931640625,3836800,AMZN
121,2020-12-22,3206.52001953125,2369400,AMZN
122,2020-12-23,3185.27001953125,2093800,AMZN
123,2020-12-24,3172.68994140625,1451900,AMZN
124,2020-12-28,3283.9599609375,5686800,AMZN
125,2020-12-29,3322.0,4872900,AMZN
126,2020-12-30,3285.85009765625,3209300,AMZN
127,2020-12-31,3256.929931640625,2954100,AMZN
128,2021-01-04,3186.6298828125,4411400,AMZN
129,2021-01-05,3218.510009765625,2655500,AMZN
130,2021-01-06,3138.3798828125,4394800,AMZN
131,2021-01-07,3162.159912109375,3514500,AMZN
132,2021-01-08,3182.699951171875,3534300,AMZN
133,2021-01-11,3114.2099609375,3683400,AMZN
134,2021-01-12,3120.830078125,3514600,AMZN
135,2021-01-13,3165.889892578125,3321200,AMZN
136,2021-01-14,3127.469970703125,3070900,AMZN
137,2021-01-15,3104.25,4214200,AMZN
138,2021-01-19,3120.760009765625,3305100,AMZN
139,2021-01-20,3263.3798828125,5309800,AMZN
140,2021-01-21,3306.989990234375,4945100,AMZN
141,2021-01-22,3292.22998046875,2816300,AMZN
142,2021-01-25,3294.0,3749800,AMZN
143,2021-01-26,3326.1298828125,2955200,AMZN
144,2021-01-27,3232.580078125,4660200,AMZN
145,2021-01-28,3237.6201171875,3149200,AMZN
146,2021-01-29,3206.199951171875,4285600,AMZN
